0 0 0
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0.00209112 0.000403957
34 0.0441102 0.00215805
35 0.229998 0.00458236
36 0.628454 0.00902866
37 1.21138 0.0161421
38 1.69535 0.0205501
39 2.06485 0.0180961
40 2.26188 0.0135332
41 2.26906 0.0207642
42 2.15454 0.0172622
43 2.01466 0.0089007
44 1.832 0.0175739
45 1.69687 0.017904
46 1.56316 0.0174241
47 1.40539 0.00977642
48 1.27479 0.0093105
49 1.16825 0.0110403
50 1.08595 0.014236
51 0.997357 0.011996
52 0.92733 0.00945872
53 0.883206 0.0096683
54 0.839499 0.0105991
55 0.795841 0.0111485
56 0.77322 0.00964015
57 0.763893 0.00837171
58 0.754188 0.00664047
59 0.741261 0.00636733
60 0.74374 0.00718433
61 0.73356 0.00584253
62 0.741307 0.00906555
63 0.755068 0.0087974
64 0.764608 0.00517867
65 0.775407 0.00490583
66 0.80063 0.00771405
67 0.831252 0.00680334
68 0.886069 0.0109025
69 0.906223 0.0102535
70 0.937119 0.00930179
71 0.971815 0.00655815
72 1.01343 0.00484593
73 1.02877 0.00734327
74 1.06596 0.00793947
75 1.09689 0.00560755
76 1.12276 0.00627801
77 1.14222 0.00566138
78 1.16025 0.00815284
79 1.15974 0.00624873
80 1.15865 0.00726104
81 1.15034 0.00531899
82 1.14084 0.00587054
83 1.11687 0.00584171
84 1.11009 0.00859981
85 1.08592 0.00694844
86 1.06963 0.00683721
87 1.05116 0.0083596
88 1.02725 0.00780754
89 1.01687 0.00616222
90 0.989882 0.00586143
91 0.977477 0.00232929
92 0.967231 0.00455515
93 0.950504 0.00698255
94 0.945492 0.00641849
95 0.942701 0.0048361
96 0.932291 0.00477321
97 0.919156 0.00671366
98 0.92503 0.00888198
99 0.930848 0.00830225
