0.00000 0.00000
1.00000 0.00000
1.41381 0.00040
1.73142 0.00050
1.99859 0.00067
2.23548 0.00070
2.44914 0.00085
2.64516 0.00095
2.82766 0.00109
2.99861 0.00113
3.16132 0.00127
3.31567 0.00136
3.46365 0.00139
3.60516 0.00144
3.74129 0.00151
3.87258 0.00154
4.00039 0.00157
4.12460 0.00157
4.24449 0.00158
4.36194 0.00170
4.47532 0.00179
4.58613 0.00180
4.69338 0.00191
4.79779 0.00201
4.90098 0.00198
5.00222 0.00201
5.10170 0.00212
5.19827 0.00216
5.29337 0.00221
5.38725 0.00222
5.47916 0.00227
5.57023 0.00230
5.66009 0.00239
5.74773 0.00233
5.83338 0.00235
5.91822 0.00248
6.00252 0.00249
6.08552 0.00253
6.16690 0.00246
6.24612 0.00250
6.32510 0.00257
6.40359 0.00268
6.48104 0.00277
6.55815 0.00282
6.63409 0.00282
6.70979 0.00281
6.78322 0.00270
6.85637 0.00279
6.92926 0.00282
7.00099 0.00278
7.07147 0.00282
7.14168 0.00286
7.21149 0.00289
7.28070 0.00294
7.34953 0.00295
7.41744 0.00291
7.48445 0.00296
7.55060 0.00291
7.61638 0.00298
7.68050 0.00299
7.74501 0.00302
7.80930 0.00306
7.87285 0.00310
7.93602 0.00318
7.99941 0.00320
8.06143 0.00331
8.12386 0.00329
8.18493 0.00329
8.24555 0.00328
8.30645 0.00339
8.36670 0.00340
8.42645 0.00331
8.48558 0.00324
8.54422 0.00323
8.60225 0.00324
8.66027 0.00328
8.71844 0.00320
8.77590 0.00323
8.83213 0.00337
8.88784 0.00340
8.94354 0.00347
8.99869 0.00354
9.05460 0.00359
9.11101 0.00362
9.16574 0.00361
9.21983 0.00366
9.27211 0.00365
9.32604 0.00373
9.37954 0.00368
9.43240 0.00368
9.48512 0.00361
9.53705 0.00372
9.58931 0.00378
9.64092 0.00386
9.69330 0.00388
9.74457 0.00390
9.79595 0.00392
9.84659 0.00392
9.89687 0.00401
9.94720 0.00407
