0 5.47860 0.00000
1 5.40237 0.07623
2 5.39445 0.04472
3 5.42335 0.04284
4 5.42654 0.03334
5 5.42453 0.02729
6 5.43103 0.02397
7 5.45315 0.03033
8 5.45623 0.02693
9 5.45491 0.02412
10 5.44375 0.02451
11 5.44598 0.02248
12 5.44016 0.02148
13 5.45431 0.02441
14 5.45879 0.02316
15 5.45749 0.02170
16 5.45567 0.02047
17 5.45743 0.01938
18 5.45597 0.01839
19 5.45758 0.01752
20 5.46665 0.01897
21 5.46600 0.01810
22 5.46848 0.01747
23 5.46950 0.01676
24 5.46954 0.01608
25 5.46606 0.01583
26 5.46799 0.01536
27 5.47085 0.01507
28 5.46826 0.01477
29 5.46949 0.01433
30 5.47025 0.01388
31 5.47179 0.01352
32 5.47127 0.01312
33 5.46578 0.01386
34 5.46762 0.01358
35 5.46876 0.01325
36 5.46747 0.01295
37 5.46484 0.01288
38 5.46722 0.01277
39 5.46336 0.01303
40 5.46107 0.01291
41 5.46074 0.01260
42 5.46006 0.01233
43 5.46083 0.01207
44 5.45754 0.01225
45 5.45961 0.01216
46 5.46040 0.01192
47 5.45831 0.01186
48 5.45672 0.01172
49 5.45704 0.01149
50 5.45829 0.01133
51 5.45558 0.01143
52 5.45375 0.01136
53 5.45291 0.01118
54 5.45194 0.01102
55 5.45201 0.01082
56 5.45204 0.01063
57 5.45195 0.01045
58 5.45103 0.01031
59 5.44901 0.01033
60 5.44908 0.01016
61 5.44936 0.01000
62 5.44870 0.00986
63 5.44492 0.01042
64 5.44271 0.01049
65 5.44219 0.01035
66 5.44129 0.01023
67 5.43934 0.01026
68 5.44010 0.01014
69 5.44067 0.01001
70 5.44068 0.00987
71 5.44021 0.00974
72 5.43867 0.00973
73 5.43737 0.00969
74 5.43735 0.00956
75 5.43934 0.00964
76 5.44089 0.00964
77 5.44107 0.00952
78 5.44120 0.00940
79 5.44167 0.00929
80 5.44189 0.00918
81 5.44242 0.00908
82 5.44380 0.00907
83 5.44428 0.00898
84 5.44510 0.00891
85 5.44370 0.00892
86 5.44450 0.00885
87 5.44541 0.00880
88 5.44605 0.00872
89 5.44710 0.00869
90 5.44634 0.00862
91 5.44683 0.00854
92 5.44604 0.00849
93 5.44746 0.00852
94 5.44604 0.00855
95 5.44510 0.00851
96 5.44652 0.00854
97 5.44701 0.00846
98 5.44814 0.00845
99 5.44897 0.00841
